Crash_UID,AlcoholInvolved,AtIntersection,BicycleInvolved,Year,Quarter,Month,Day,CrashTime,CrashType,DayOfWeek,DaytimeNighttime_NHTSA,DistractedDriverInvolved,DistractedDriverInjuries,DriverTextingInvolved,DriverUsingCellPhone,FunctionalClassCode,Hour,IntersectionType,Jurisdiction,Sum of Latitude,Sum of Longitude,LocationTypeName,Meteorological Season,MonthName,MotorcycleInvolved,Number_Of_Fatalities,Number_Of_Injuries,PedestrianFatalities,PedestrianInjuries,PedestrianInvolved,RelationToRoadway_Category,RelationToRoadway_Value,RoadName,RouteName,SchoolZone,SecondaryLocation,Age,Gender,Age_Groups,Pedestrian_UID,PedestrianAction_Category,PedestrianAction_Value,PedestrianCondition,PedestrianDrinking_Category,PedestrianDrinking_Value,PedestrianInjuryType,PedestrianState,WearReflectiveClothing,Year,WorkZoneType,WorkZoneLocation,WeatherCondition,TrafficControlType,TownName,Single_Multi_Vehicle,TypeOfCollision,TrainRelated,SpeedRelated,TrafficControlMechanicalDevice,MileMarker,RouteNumber,RoadwayDescription,RoadwayAlignment,RoadwayDefect,RoadwaySurfaceCondition,Sum of NumberOfVehicles,SchoolZoneInvolved,WorkZoneRelated
c0017430,No,Not at Intersection,No,2024,Qtr 4,December,16,1899-12-30 07:56:00,Injury Crash,Monday,Daytime,No,0,No,No,Minor Arterial,7,Not at Intersection,Harrisonburg City,38.46844,-78.87304,Urban,Winter,December,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,UR-4121W (CITY OF HARRISONBURG),MT CLINTON PIKE,No,"",16,Female,15 - 20 Y.O.,ped0643859,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2024,Not Provided,Not Provided,Mist,No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.57,4121,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c3419452,No,Not at Intersection,No,2024,Qtr 4,December,16,1899-12-30 19:12:00,Injury Crash,Monday,Nighttime,No,0,No,No,Major Collector,19,Not at Intersection,Fairfax County,38.96002,-77.4033,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-5050E (FAIRFAX COUNTY),PARCHER AVE,No,"",46,Female,36 - 50 Y.O.,ped8554599,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.77,5050,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c1475756,No,Not at Intersection,No,2024,Qtr 4,December,17,1899-12-30 09:12:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Other Principal Arterial,9,Not at Intersection,Newport News City,37.11413,-76.50094,Urban,Winter,December,No,0,2,0,1,Yes,Interchange Area,Gore Area (Between Ramp and Highway Edgelines),VA-143S,JEFFERSON AVE,No,"",38,Male,36 - 50 Y.O.,ped1211577,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,Yes,2024,Not Provided,Not Provided,Rain,Officer or Flagger,"",Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,18.47,143,"Two-Way, Divided, Unprotected Median",Hillcrest - Straight,No Defects,Wet,1,No,No
c2781554,No,Not at Intersection,No,2024,Qtr 4,December,17,1899-12-30 16:44:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Local,16,Not at Intersection,Va. Beach City,36.81997,-76.05143,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-8685S (CITY OF VIRGINIA BEACH),QUALITY CT,No,"",17,Male,15 - 20 Y.O.,ped0888529,Crossing Not At Intersection,Crossing Not At Intersection – Rural,Other,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,2.26,8685,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c8305879,No,Not at Intersection,No,2024,Qtr 4,December,19,1899-12-30 02:00:00,Injury Crash,Thursday,Nighttime,No,0,No,No,Other Principal Arterial,2,Not at Intersection,Hampton City,37.03612,-76.41085,Urban,Winter,December,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,US-258E,MERCURY BLVD,No,"",37,Male,36 - 50 Y.O.,ped4151736,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,61.71,258,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Wet,1,No,No
c0219198,No,Not at Intersection,No,2024,Qtr 4,December,21,1899-12-30 10:33:00,Injury Crash,Saturday,Daytime,Yes,1,No,No,Major Collector,10,Four Approaches,Loudoun County,39.13847,-77.71314,Urban,Winter,December,No,0,2,0,1,Yes,Intersection Area,Within Intersection,UR-6N(2) (TOWN OF PURCELLVILLE),HATCHER AVE,No,"",22,Female,21 - 35 Y.O.,ped2932972,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,Not Applicable,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,Purcellville,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.35,6,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0068335,No,Not at Intersection,No,2024,Qtr 4,December,21,1899-12-30 17:42:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,17,Not at Intersection,Hanover County,37.84691,-77.46385,Rural,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-794S (HANOVER COUNTY),SHORT CUT RD,No,"",27,Female,21 - 35 Y.O.,ped0473632,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.08,794,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c7951923,No,Not at Intersection,No,2024,Qtr 4,December,23,1899-12-30 06:33:00,Fatal Crash,Monday,Daytime,No,0,No,No,Other Principal Arterial,6,Not at Intersection,Fairfax County,38.85862,-77.43513,Urban,Winter,December,No,1,1,1,0,Yes,Interchange Area,Acceleration/Deceleration Lanes,VA-28N,SULLY RD,No,"",33,Male,21 - 35 Y.O.,ped1268109,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Angle,No,No,Yes - Working,31.32,28,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,2,No,No
c2521703,No,Not at Intersection,No,2024,Qtr 4,December,27,1899-12-30 15:52:00,Injury Crash,Friday,Daytime,No,0,No,No,Major Collector,15,Not at Intersection,Petersburg City,37.20708,-77.41113,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-9053S (CITY OF PETERSBURG),BAYLORS LN,No,"",40,Female,36 - 50 Y.O.,ped9273067,Getting Off Or On Another Vehicle,Getting Off Or On Another Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Sideswipe - Same Direction,No,No,Yes - Working,0.37,0,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,2,No,No
c8623498,No,Not at Intersection,No,2024,Qtr 4,December,27,1899-12-30 19:00:00,Injury Crash,Friday,Nighttime,No,0,No,No,Major Collector,19,Not at Intersection,Dinwiddie County,37.16626,-77.47778,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-670N (DINWIDDIE COUNTY),DUNCAN RD,No,"",32,Male,21 - 35 Y.O.,ped8273755,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Passing Lines,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,12.58,670,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6613534,No,Not at Intersection,No,2024,Qtr 4,December,30,1899-12-30 14:12:00,Injury Crash,Monday,Daytime,Yes,0,No,No,Local,14,Not at Intersection,Fairfax County,38.75691,-77.26145,Urban,Winter,December,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,SC-5594W (FAIRFAX COUNTY),GOLDEN BALL TAVERN CT,No,"",71,Male,65 and over Y.O.,ped6705788,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.09,5594,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c3146434,No,Not at Intersection,No,2024,Qtr 4,December,30,1899-12-30 18:42:00,Injury Crash,Monday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Fairfax County,38.80854,-77.17701,Urban,Winter,December,No,0,2,0,1,Yes,Other Location,"Driveway, Alley-Access - Related",SC-3022E (FAIRFAX COUNTY),DALTON RD,No,"",85,Male,65 and over Y.O.,ped3149687,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.22,3022,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c1333704,No,Not at Intersection,No,2024,Qtr 4,December,31,1899-12-30 21:32:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Other Principal Arterial,21,Not at Intersection,Henrico County,37.62672,-77.53178,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-250W,BROAD ST,No,"",18,Female,15 - 20 Y.O.,ped2319511,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,158.21,250,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c8609951,No,Not at Intersection,Yes,2023,Qtr 2,June,7,1899-12-30 13:46:00,Injury Crash,Wednesday,Daytime,No,0,No,No,"",13,Not at Intersection,Arlington County,38.89368,-77.12449,Urban,Summer,June,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,N CULPEPER ST (PR - ARLINGTON COUNTY),CULPEPER ST,No,"",46,Female,36 - 50 Y.O.,ped5617571,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2023,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.31,,"Two-Way, Not Divided",Hillcrest - Straight,No Defects,Dry,1,No,No
c9734420,Yes,At Intersection,No,2022,Qtr 1,January,2,1899-12-30 19:30:00,Fatal Crash,Sunday,Nighttime,No,0,No,No,Minor Arterial,19,Four Approaches,Goochland County,37.66922,-77.67887,Rural,Winter,January,No,1,1,1,0,Yes,Intersection Area,Within Intersection,US-250W,BROAD ST RD,No,HOCKETT RD,54,Male,51 - 64 Y.O.,ped5719979,Crossing At Intersection,Crossing At Intersection No Signal,Not Applicable,Drinking,Drinking – Not Known Whether Impaired,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,149.58,250,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c8879770,Yes,At Intersection,No,2022,Qtr 1,January,2,1899-12-30 21:00:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Minor Arterial,21,Not at Intersection,Portsmouth City,36.83858,-76.29806,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-8554E (CITY OF PORTSMOUTH),CRAWFORD ST,No,NORTH ST,38,Female,36 - 50 Y.O.,ped8822463,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Not Provided,Drinking,Drinking – Not Known Whether Impaired,Serious Injury,VA,No,2022,Not Provided,Not Provided,Rain,No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,2.11,8554,"Two-Way, Divided, Positive Median Barrier",Grade - Curve,No Defects,Wet,1,No,No
c9403463,Yes,At Intersection,No,2022,Qtr 1,January,8,1899-12-30 23:36:00,Fatal Crash,Saturday,Nighttime,No,0,No,No,Other Principal Arterial,23,Three Approaches,Fairfax County,38.84849,-77.35641,Urban,Winter,January,No,1,0,1,0,Yes,Intersection Area,Within Intersection,US-29N,LEE HWY,No,FORUM DR,22,Male,21 - 35 Y.O.,ped6327533,Crossing At Intersection,Crossing At Intersection Against Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,232.67,29,"Two-Way, Divided, Positive Median Barrier",Straight - Level,Roadway Obstructed,Dry,1,No,No
c1838368,Yes,At Intersection,No,2022,Qtr 1,January,10,1899-12-30 18:20:00,Injury Crash,Monday,Nighttime,No,0,No,No,Major Collector,18,Four Approaches,Hampton City,37.01521,-76.36298,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,VA-143S,VICTORIA BLVD,No,BRIGHTWOOD AVE,48,Female,36 - 50 Y.O.,ped0358928,Crossing At Intersection,Crossing At Intersection Diagonally,Not Provided,Drinking,Drinking – Ability Not Impaired,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,4.42,143,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c1848985,Yes,At Intersection,No,2022,Qtr 1,January,16,1899-12-30 01:18:00,Injury Crash,Sunday,Nighttime,Yes,0,No,No,Minor Arterial,1,Four Approaches,Fairfax County,38.79613,-77.18607,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Within Intersection,SC-617S (FAIRFAX COUNTY),BACKLICK RD,No,HECHINGER DR,53,Male,51 - 64 Y.O.,ped5460960,Crossing At Intersection,Crossing At Intersection Diagonally,Other,Drinking,Drinking – Not Known Whether Impaired,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,4.45,617,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c0548947,Yes,At Intersection,No,2022,Qtr 1,January,19,1899-12-30 17:55:00,Injury Crash,Wednesday,Daytime,Yes,1,No,No,Other Principal Arterial,17,Four Approaches,Va. Beach City,36.86415,-76.04537,Urban,Winter,January,No,0,3,0,2,Yes,Intersection Area,Within Intersection,VA-279N,GREAT NECK RD,No,OLD DONATION PKWY,29,Female,21 - 35 Y.O.,ped7584847,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Drinking,Drinking – Not Known Whether Impaired,No Apparent Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.58,279,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c0548947,Yes,At Intersection,No,2022,Qtr 1,January,19,1899-12-30 17:55:00,Injury Crash,Wednesday,Daytime,Yes,1,No,No,Other Principal Arterial,17,Four Approaches,Va. Beach City,36.86415,-76.04537,Urban,Winter,January,No,0,3,0,2,Yes,Intersection Area,Within Intersection,VA-279N,GREAT NECK RD,No,OLD DONATION PKWY,32,Female,21 - 35 Y.O.,ped1854721,Crossing At Intersection,Crossing At Intersection With Signal,No Defects,Drinking,Drinking – Not Known Whether Impaired,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.58,279,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c6625810,Yes,At Intersection,No,2022,Qtr 1,January,20,1899-12-30 18:55:00,Fatal Crash,Thursday,Nighttime,No,0,No,No,Minor Arterial,18,Not at Intersection,Va. Beach City,36.84002,-75.97406,Urban,Winter,January,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,UR-8669N (CITY OF VIRGINIA BEACH),PACIFIC AVE,No,12TH ST,63,Male,51 - 64 Y.O.,ped4663381,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Other Body Defects,Drinking,Drinking – Not Known Whether Impaired,Dead,VA,No,2022,Not Provided,Not Provided,Snow,No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,22.71,8669,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
c8066900,Yes,At Intersection,No,2022,Qtr 1,January,22,1899-12-30 19:32:00,Injury Crash,Saturday,Nighttime,No,0,No,No,Other Principal Arterial,19,Not at Intersection,Arlington County,38.87408,-77.1056,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-120E,GLEBE RD,No,PERSHING DR,32,Male,21 - 35 Y.O.,ped1231320,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Other,Drinking,Drinking – Ability Im paired,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,5.01,120,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c3280567,Yes,At Intersection,No,2022,Qtr 1,January,23,1899-12-30 22:50:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Other Principal Arterial,22,Not at Intersection,Staunton City,38.14329,-79.05637,Urban,Winter,January,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,US-250W,RICHMOND AVE,No,STATLER BLVD,35,Male,21 - 35 Y.O.,ped9569593,Other,Other,Other,Drinking,Drinking – Not Known Whether Impaired,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,58.5,250,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c5629234,Yes,At Intersection,No,2022,Qtr 1,February,4,1899-12-30 19:23:00,Fatal Crash,Friday,Nighttime,No,0,No,No,Minor Arterial,19,Not at Intersection,Norfolk City,36.8904,-76.23814,Urban,Winter,February,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,VA-194S,CHESAPEAKE BLVD,No,SEWELLS POINT RD,63,Male,51 - 64 Y.O.,ped3024126,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Not Applicable,Not Applicable,Not Applicable,Dead,VA,No,2022,Lane Closure,Activity Area,Rain,Traffic Signal,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.67,194,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,Yes
c3302980,Yes,At Intersection,No,2022,Qtr 1,February,6,1899-12-30 18:30:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Minor Arterial,18,Four Approaches,Norfolk City,36.91979,-76.25326,Urban,Winter,February,No,0,1,0,1,Yes,Intersection Area,Within Intersection,VA-168N,TIDEWATER DR,Yes,LEONARD RD,33,Male,21 - 35 Y.O.,ped4077783,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Drinking,Drinking – Obviously Drunk,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Pedestrian Crosswalk,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,28.4,168,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,Yes,No
c8136167,Yes,At Intersection,No,2022,Qtr 1,February,11,1899-12-30 18:33:00,Injury Crash,Friday,Nighttime,No,0,No,No,Minor Arterial,18,Not at Intersection,Portsmouth City,36.83529,-76.31287,Urban,Winter,February,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,ELM AVE (NP - CITY OF PORTSMOUTH),ELM AVE,No,HIGH ST,51,Male,51 - 64 Y.O.,ped4212549,Standing In Roadway,Standing In Roadway,Other,Drinking,Drinking – Not Known Whether Impaired,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Other,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.73,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c8436496,Yes,At Intersection,No,2022,Qtr 1,February,12,1899-12-30 16:05:00,Injury Crash,Saturday,Daytime,No,0,No,No,Other Principal Arterial,16,Three Approaches,Norfolk City,36.85516,-76.27629,Urban,Winter,February,No,0,3,0,1,Yes,Intersection Area,Within Intersection,US-58W,VIRGINIA BEACH BLVD,No,CHAPEL ST,59,Male,51 - 64 Y.O.,ped9701904,Other,Other,No Defects,Drinking,Drinking – Not Known Whether Impaired,Serious Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Angle,No,Yes,Yes - Working,493.19,58,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,2,No,No
c2659809,Yes,At Intersection,No,2022,Qtr 1,February,13,1899-12-30 13:20:00,Injury Crash,Sunday,Daytime,No,0,No,No,Other Principal Arterial,13,Not at Intersection,Richmond City,37.50874,-77.44743,Urban,Winter,February,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,US-1N,RICHMOND HWY,No,DINWIDDIE AVE,,Male,Null Age Group,ped0164031,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Other,Drinking,Drinking – Not Known Whether Impaired,Serious Injury,VA,No,2022,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,90.69,1,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,No
c8981948,Yes,At Intersection,No,2022,Qtr 1,February,16,1899-12-30 15:41:00,Injury Crash,Wednesday,Daytime,No,0,No,No,Minor Arterial,15,Three Approaches,Roanoke City,37.26168,-79.94668,Urban,Winter,February,No,0,2,0,1,Yes,Intersection Area,Within Intersection,BUS US-220N (2 CITY OF ROANOKE),FRANKLIN RD,No,WALNUT AVE,49,Male,36 - 50 Y.O.,ped2034944,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2022,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Signal,"",Multiple Vehicle Crashes,Other,No,No,Yes - Working,2.56,220,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
